timestamp,external-temperature,longitude,latitude,altitude
2005-10-18 20:00:54,4.0,11.0441268,46.0109578,1603.21
2005-10-19 00:01:23,6.0,11.0445431,46.0117788,1602.67
2005-10-19 04:02:22,9.0,11.0451488,46.0079323,1602.69
2005-10-19 08:03:08,13.0,11.0456727,46.0060026,1622.18
2005-10-20 20:00:53,11.0,11.0428551,46.0101456,1612.55
2005-10-21 00:00:48,14.0,11.0417201,46.0105117,1634.41
2005-10-21 04:00:53,14.0,11.0408907,46.0102833,1631.13
2005-10-21 08:01:42,14.0,11.0442927,46.0066901,1633.17
2005-10-21 12:03:11,14.0,11.045262074223258,46.00676457428582,1625.1787429623967
2005-10-21 16:01:16,14.0,11.0462178,46.006838,1617.3
2005-10-21 20:01:23,8.0,11.0381202,46.0093931,1623.81
2005-10-22 00:00:55,9.0,11.0395626,46.01017,1640.51
2005-10-22 04:00:47,8.0,11.0387076,46.0093881,1625.75
2005-10-22 08:02:22,11.0,11.0376358,46.0018861,1630.38
2005-10-22 12:01:20,13.0,11.0430555,46.0059998,1629.43
2005-10-22 16:01:39,15.0,11.041939931853705,46.00856417941023,1624.9727355770901
2005-10-22 20:01:11,12.0,11.040828,46.0111202,1620.53
2005-10-23 00:00:54,12.0,11.040887,46.0110104,1626.76
2005-10-23 04:00:55,13.0,11.0408258,46.0110871,1625.47
2005-10-23 08:03:03,14.0,11.0461963,46.0082254,1624.05
2005-10-23 12:01:48,16.0,11.0592478,45.9969606,1660.15
2005-10-23 16:01:38,15.0,11.0591041,45.9968393,1660.66
2005-10-23 20:01:53,12.0,11.0547561,46.0049087,1581.13
2005-10-24 00:00:48,11.0,11.0457177,46.0091301,1603.4
2005-10-24 04:00:42,10.0,11.0408524,46.0113792,1628.88
2005-10-24 08:02:48,14.0,11.0373108,46.0070019,1660.87
2005-10-24 12:01:15,18.0,11.0368803,46.0073438,1638.07
2005-10-24 16:01:24,16.0,11.0369038,46.0072877,1648.26
2005-10-24 20:01:51,12.0,11.0386214,46.0090391,1642.35
2005-10-25 00:00:54,12.0,11.0394993,46.0101137,1632.65
2005-10-25 04:00:55,5.0,11.0393349,46.0100906,1633.75
2005-10-25 08:02:25,13.0,11.0367521,46.0071196,1632.94
2005-10-25 12:02:32,14.0,11.0359625,46.0052306,1656.39
2005-10-25 16:02:39,15.0,11.0361432,46.0056221,1665.8
2005-10-25 20:01:52,10.0,11.0379015,46.0073994,1669.63
2005-10-26 00:00:48,5.0,11.0389709,46.0089622,1636.71
2005-10-26 04:00:54,6.0,11.0377834,46.0084846,1636.54
2005-10-26 08:03:10,14.0,11.037333338131743,46.00784480221305,1634.4273412189114
2005-10-26 12:01:23,19.0,11.0368908,46.0072157,1632.35
2005-10-26 16:00:54,14.0,11.0361213,46.005382,1658.21
2005-10-26 20:00:53,7.0,11.0383828,46.0091582,1642.08
2005-10-27 00:00:48,8.0,11.0386578,46.0097705,1630.57
2005-10-27 04:00:47,7.0,11.0386618,46.0100322,1635.85
2005-10-27 08:03:11,15.0,11.035946772210481,46.00790302329303,1636.0817608341704
2005-10-27 12:01:54,21.0,11.033273,46.0058062,1636.31
2005-10-27 16:03:06,14.0,11.035292983984986,46.006361329684076,1657.1179324366594
2005-10-27 20:01:27,10.0,11.0372891,46.0069099,1677.68
2005-10-28 00:01:18,8.0,11.0393509,46.0099092,1633.75
2005-10-28 04:00:54,8.0,11.0407909,46.0124794,1617.83
2005-10-28 08:01:25,15.0,11.0362743,46.0073489,1616.67
2005-10-28 12:00:55,20.0,11.0367286,46.0072444,1630.66
2005-10-28 16:02:47,15.0,11.0369387,46.0072686,1633.62
2005-10-28 20:00:54,5.0,11.0413206,46.0122023,1598.91
2005-10-29 00:00:53,6.0,11.0410539,46.0125442,1617.82
2005-10-29 04:01:17,5.0,11.0410193,46.0122367,1602.18
2005-10-29 08:02:51,13.0,11.036134,46.0074115,1598.83
2005-10-29 12:02:25,15.0,11.0348417,46.0056275,1598.5
2005-10-29 16:03:03,13.0,11.0324634,46.0053662,1597.36
2005-10-29 20:01:18,7.0,11.038271,46.0079747,1614.83
2005-10-30 00:01:11,4.0,11.0392413,46.0095851,1636.57
2005-10-30 04:00:56,8.0,11.0371862,46.0073301,1627.02
2005-10-30 08:02:57,10.0,11.0359053,46.0052504,1623.69
2005-10-30 12:00:55,17.0,11.0359931,46.0052078,1658.84
2005-10-30 16:01:39,13.0,11.0359535,46.0052187,1682.7
2005-10-30 20:01:11,7.0,11.0397119,46.0099302,1670.42
2005-10-31 00:01:24,4.0,11.0402134,46.0099321,1677.16
2005-10-31 04:00:54,4.0,11.0400493,46.0104604,1628.81
2005-10-31 08:02:21,10.0,11.0370067,46.0073269,1631.54
2005-10-31 12:03:09,17.0,11.037715025314283,46.00799189538897,1628.168777659229
2005-10-31 16:03:09,14.0,11.03842099738832,46.00865468149093,1624.8087553926798
2005-10-31 20:00:55,5.0,11.0391204,46.0093113,1621.48
2005-11-01 00:00:55,6.0,11.0401809,46.0104732,1630.21
2005-11-01 04:00:54,8.0,11.0409417,46.0111296,1616.75
2005-11-01 08:03:07,11.0,11.0369767,46.0073586,1644.81
2005-11-01 12:02:04,15.0,11.0359473,46.005163,1649.75
2005-11-01 16:03:02,11.0,11.0366456,46.0057454,1648.39
2005-11-01 20:00:54,11.0,11.0384746,46.0090149,1640.78
2005-11-02 00:00:48,9.0,11.0408441,46.0110014,1627.73
2005-11-02 04:00:54,5.0,11.0414056,46.0110398,1619.43
2005-11-02 08:01:11,12.0,11.036644,46.0060541,1647.23
2005-11-02 12:02:52,15.0,11.0365041,46.0056885,1647.56
2005-11-02 16:01:54,14.0,11.036074,46.0051194,1647.48
2005-11-02 20:01:18,7.0,11.0403843,46.0093782,1643.49
2005-11-03 00:00:47,4.0,11.0407041,46.0101531,1632.6
2005-11-03 04:01:54,8.0,11.0413898,46.0102165,1631.36
2005-11-03 08:03:00,11.0,11.0345199,46.0044555,1632.57
2005-11-03 12:03:08,15.0,11.036275927264708,46.00623146311464,1635.3596810140689
2005-11-03 16:03:08,13.0,11.038030979500395,46.008006440130934,1638.1478130658866
2005-11-03 20:00:54,6.0,11.0397697,46.0097649,1640.91
2005-11-04 00:00:54,5.0,11.0406324,46.0107969,1627.44
2005-11-04 04:00:54,5.0,11.0414281,46.0115592,1613.73
2005-11-04 08:01:52,9.0,11.0366987,46.0055906,1630.26
2005-11-04 12:01:52,16.0,11.0362458,46.0045102,1629.48
2005-11-04 16:00:54,11.0,11.0366762,46.0058476,1665.23
2005-11-04 20:01:23,8.0,11.0402356,46.0097082,1638.65
2005-11-05 00:00:48,10.0,11.0410885,46.01121,1624.8
2005-11-05 04:00:56,12.0,11.0411312,46.0121737,1606.16
2005-11-05 08:03:04,13.0,11.039501399064772,46.009778217838786,1624.8690291217185
2005-11-05 12:03:04,16.0,11.037885957609149,46.00740384124728,1643.413220982453
2005-11-05 16:00:54,13.0,11.0362851,46.0050509,1661.79
2005-11-05 20:00:55,11.0,11.0371247,46.0070884,1641.85
2005-11-06 00:00:53,9.0,11.0375446,46.0081665,1638.72
2005-11-06 04:00:54,6.0,11.0374563,46.007058,1636.77
2005-11-06 08:01:46,11.0,11.0350493,46.0059577,1638.12
2005-11-06 12:02:30,13.0,11.0352848,46.0061856,1665.08
2005-11-06 16:01:13,8.0,11.036715,46.0066541,1660.67
